id,basic_card_name_en,en-GB
OWL_WORD_BIRDS_80,Owl,Owl
HERON_WORD_BIRDS_80,Heron,Heron
ROBIN_WORD_BIRDS_80,Robin,Robin
FINCH_WORD_BIRDS_80,Finch,Finch
VULTURE_WORD_BIRDS_80,Vulture,Vulture
SARTRE_WORD_MINDS_82,Sartre,Sartre
DANTE_WORD_MINDS_82,Dante,Dante
PLATO_WORD_MINDS_82,Plato,Plato
SOCRATES_WORD_MINDS_82,Socrates,Socrates
GALILEO_WORD_MINDS_82,Galileo,Galileo
KANT_WORD_MINDS_82,Kant,Kant
PUCK_WORD_HOCKEY_86,Puck,Puck
PENALTY_WORD_HOCKEY_86,Penalty,Penalty
GOAL_WORD_HOCKEY_86,Goal,Goal
RINK_WORD_HOCKEY_86,Rink,Rink
COUPLE_WORD_DATE_87,Couple,Couple
TUXEDO_WORD_DATE_87,Wine,Wine
FLOWERS_WORD_DATE_87,Flowers,Flowers
TEETH_WORD_SAW_88,Teeth,Teeth
BLADE_WORD_SAW_88,Blade,Blade
NOTCH_WORD_SAW_88,Notch,Notch
OLDMAN_WORD_ACTOR_89,Oldman,Oldman
PITT_WORD_ACTOR_89,Pitt,Pitt
EASTWOOD_WORD_ACTOR_89,Eastwood,Eastwood
HANKS_WORD_ACTOR_89,Hanks,Hanks
CROWE_WORD_ACTOR_89,Crowe,Crowe
CRUISE_WORD_ACTOR_89,Cruise,Cruise
DICAPRIO_WORD_ACTOR_89,DiCaprio,DiCaprio
WAHLBERG_WORD_ACTOR_89,Wahlberg,Wahlberg
MERCURY_WORD_PLANET_90,Mercury,Mercury
JUPITER_WORD_PLANET_90,Jupiter,Jupiter
SATURN_WORD_PLANET_90,Saturn,Saturn
URANUS_WORD_PLANET_90,Uranus,Uranus
NEPTUNE_WORD_PLANET_90,Neptune,Neptune
MARS_WORD_PLANET_90,Mars,Mars
EARTH_WORD_PLANET_90,Earth,Earth
VENUS_WORD_PLANET_90,Venus,Venus
BIOLOGY_WORD_LESSONS_94,Biology,Biology
PHYSICS_WORD_LESSONS_94,Physics,Physics
GEOMETRY_WORD_LESSONS_94,Geometry,Geometry
ALGEBRA_WORD_LESSONS_94,Algebra,Algebra
HISTORY_WORD_LESSONS_94,History,History
CALCULUS_WORD_LESSONS_94,Calculus,Calculus
TABLETS_WORD_PILLS_99,Tablets,Tablets
CAPSULES_WORD_PILLS_99,Capsules,Capsules
LOZENGES_WORD_PILLS_99,Lozenges,Lozenges
CLOUDS_WORD_RAINY_100,Clouds,Clouds
SHOWERS_WORD_RAINY_100,Showers,Showers
PUDDLES_WORD_RAINY_100,Puddles,Puddles
CIABATTA_WORD_BREADS_102,Ciabatta,Ciabatta
BAGUETTE_WORD_BREADS_102,Baguette,Baguette
FOCACCIA_WORD_BREADS_102,Focaccia,Focaccia
PITA_WORD_BREADS_102,Pita,Pitta
CHALLAH_WORD_BREADS_102,Challah,Challah
TORTILLA_WORD_BREADS_102,Tortilla,Tortilla
BRIOCHE_WORD_BREADS_102,Brioche,Brioche
AREPA_WORD_BREADS_102,Arepa,Arepa
GYRUS_WORD_BRAIN_106,Gyrus,Gyrus
CORTEX_WORD_BRAIN_106,Cortex,Cortex
LOBE_WORD_BRAIN_106,Lobe,Lobe
HYDROGEN_WORD_ELEMENTS_107,Hydrogen,Hydrogen
NITROGEN_WORD_ELEMENTS_107,Nitrogen,Nitrogen
SULFUR_WORD_ELEMENTS_107,Sulfur,Sulphur
CARBON_WORD_ELEMENTS_107,Carbon,Carbon
SODIUM_WORD_ELEMENTS_107,Sodium,Sodium
SILICON_WORD_ELEMENTS_107,Silicon,Silicon
IODINE_WORD_ELEMENTS_107,Iodine,Iodine
OXYGEN_WORD_ELEMENTS_107,Oxygen,Oxygen
BRIE_WORD_CHEESE_108,Brie,Brie
FETA_WORD_CHEESE_108,Feta,Feta
GOUDA_WORD_CHEESE_108,Gouda,Gouda
CHEDDAR_WORD_CHEESE_108,Cheddar,Cheddar
PARMESAN_WORD_CHEESE_108,Parmesan,Parmesan
RICOTTA_WORD_CHEESE_108,Ricotta,Ricotta
EDAM_WORD_CHEESE_108,Edam,Edam
DORBLU_WORD_CHEESE_108,Swiss,Swiss
WORKOUT_WORD_FITNESS_110,Workout,Workout
YOGA_WORD_FITNESS_110,Yoga,Yoga
PILATES_WORD_FITNESS_110,Pilates,Pilates
JOGGING_WORD_FITNESS_110,Jogging,Jogging
GYM_WORD_FITNESS_110,Gym,Gym
CARDIO_WORD_FITNESS_110,Cardio,Cardio
BICEPS_WORD_MUSCLES_112,Biceps,Biceps
DELTOIDS_WORD_MUSCLES_112,Deltoids,Deltoids
ABS_WORD_MUSCLES_112,Abs,Abs
TRICEPS_WORD_MUSCLES_112,Triceps,Triceps
SCARAB_WORD_EGYPT_114,Scarab,Scarab
PHARAOH_WORD_EGYPT_114,Pharaoh,Pharaoh
PAPYRUS_WORD_EGYPT_114,Papyrus,Papyrus
PYRAMID_WORD_EGYPT_114,Pyramid,Pyramid
MULBERRY_WORD_BERRY_116,Mulberry,Mulberry
BILBERRY_WORD_BERRY_116,Bilberry,Bilberry
BARBERRY_WORD_BERRY_116,Barberry,Barberry
ATHENS_WORD_CAPITALS_119,Athens,Athens
PRAGUE_WORD_CAPITALS_119,Prague,Prague
MADRID_WORD_CAPITALS_119,Madrid,Madrid
RIYADH_WORD_CAPITALS_119,Riyadh,Riyadh
OTTAWA_WORD_CAPITALS_119,Ottawa,Ottawa
ROME_WORD_CAPITALS_119,Rome,Rome
OSLO_WORD_CAPITALS_119,Oslo,Oslo
CAIRO_WORD_CAPITALS_119,Cairo,Cairo
POWDER_WORD_MAKEUP_120,Powder,Powder
SPONGE_WORD_MAKEUP_120,Sponge,Sponge
PALETTE_WORD_MAKEUP_120,Palette,Palette
SERUM_WORD_MAKEUP_120,Serum,Serum
PEEL_WORD_MAKEUP_120,Peel,Peel
BLUSH_WORD_MAKEUP_120,Blush,Blush
SAVATE_WORD_COMBAT_121,Savate,Savate
JUDO_WORD_COMBAT_121,Judo,Judo
KARATE_WORD_COMBAT_121,Karate,Karate
KUNG_FU_WORD_COMBAT_121,Kung fu,Kung fu
SUMO_WORD_COMBAT_121,Sumo,Sumo
SILAT_WORD_COMBAT_121,Silat,Silat
CHORDS_WORD_GUITAR_122,Chords,Chords
PICKUPS_WORD_GUITAR_122,Pickups,Pickups
STRINGS_WORD_GUITAR_122,Strings,Strings
RIFFS_WORD_GUITAR_122,Riffs,Riffs
POINTE_WORD_BALLET_125,Pointe,Pointe
TUTU_WORD_BALLET_125,Tutu,Tutu
BARRE_WORD_BALLET_125,Barre,Barre
ALLIANCE_WORD_UNITE_126,Alliance,Alliance
LEAGUE_WORD_UNITE_126,League,League
UNION_WORD_UNITE_126,Union,Union
JEWELRY_WORD_LUXURY_133,Jewelry,Jewellery
WATCH_WORD_LUXURY_133,Watch,Watch
CAVIAR_WORD_LUXURY_133,Caviar,Caviar
YACHT_WORD_LUXURY_133,Yacht,Yacht
SAVANNA_WORD_BIOMES_135,Savanna,Savanna
TUNDRA_WORD_BIOMES_135,Tundra,Tundra
TAIGA_WORD_BIOMES_135,Taiga,Taiga
SRIRACHA_WORD_SPICY_136,Sriracha,Sriracha
WASABI_WORD_SPICY_136,Wasabi,Wasabi
HABANERO_WORD_SPICY_136,Habanero,Habanero
COCKPIT_WORD_PLANE_139,Cockpit,Cockpit
SEATBELT_WORD_PLANE_139,Seatbelt,Seatbelt
WINGS_WORD_PLANE_139,Wings,Wings
ENGINE_WORD_PLANE_139,Engine,Engine
RUDDER_WORD_PLANE_139,Rudder,Rudder
FUSELAGE_WORD_PLANE_139,Fuselage,Fuselage
AILERON_WORD_PLANE_139,Aileron,Aileron
FLY_WORD_PLANE_139,Fly,Fly
BEAVER_WORD_RODENTS_141,Beaver,Beaver
MARMOT_WORD_RODENTS_141,Marmot,Marmot
NUTRIA_WORD_RODENTS_141,Nutria,Nutria
SQUIRREL_WORD_RODENTS_141,Squirrel,Squirrel
CAPYBARA_WORD_RODENTS_141,Capybara,Capybara
RAT_WORD_RODENTS_141,Rat,Rat
SOLAR_WORD_ENERGY_145,Solar,Solar
NUCLEAR_WORD_ENERGY_145,Nuclear,Nuclear
KINETIC_WORD_ENERGY_145,Kinetic,Kinetic
THERMAL_WORD_ENERGY_145,Thermal,Thermal
ESSAY_WORD_ARTICLES_147,Essay,Essay
REVIEW_WORD_ARTICLES_147,Review,Review
OPINION_WORD_ARTICLES_147,Opinion,Opinion
TSUNAMI_WORD_DISASTER_148,Tsunami,Tsunami
TORNADO_WORD_DISASTER_148,Tornado,Tornado
FLOOD_WORD_DISASTER_148,Flood,Flood
GORILLA_WORD_PRIMATES_149,Gorilla,Gorilla
GIBBON_WORD_PRIMATES_149,Gibbon,Gibbon
BABOON_WORD_PRIMATES_149,Baboon,Baboon
LEMUR_WORD_PRIMATES_149,Lemur,Lemur
MACAQUE_WORD_PRIMATES_149,Macaque,Macaque
SIMIAN_WORD_PRIMATES_149,Simian,Simian
MANDRILL_WORD_PRIMATES_149,Mandrill,Mandrill
TARSIER_WORD_PRIMATES_149,Tarsier,Tarsier
PYTHON_WORD_CODING_150,Python,Python
JAVA_WORD_CODING_150,Java,Java
RUBY_WORD_CODING_150,Ruby,Ruby
SWIFT_WORD_CODING_150,Swift,Swift
SCRIPT_WORD_CODING_150,Script,Script
PHP_WORD_CODING_150,PHP,PHP
SQL_WORD_CODING_150,SQL,SQL
BUGS_WORD_CODING_150,Bugs,Bugs
LYRICS_WORD_RAP_151,Lyrics,Lyrics
VERSE_WORD_RAP_151,Verse,Verse
RHYME_WORD_RAP_151,Rhyme,Rhyme
PUNCH_WORD_RAP_151,Punch,Punch
NIAGARA_WORD_WATER_152,Niagara,Niagara
VICTORIA_WORD_WATER_152,Victoria,Victoria
YOSEMITE_WORD_WATER_152,Yosemite,Yosemite
HAVASU_WORD_WATER_152,Havasu,Havasu
YO_YO_WORD_TOYS_154,Yo-yo,Yo-yo
SPINNER_WORD_TOYS_154,Spinner,Spinner
DOLL_WORD_TOYS_154,Doll,Doll
SERGEANT_WORD_ARMY_156,Sergeant,Sergeant
MAJOR_WORD_ARMY_156,Major,Major
GENERAL_WORD_ARMY_156,General,General
COLONEL_WORD_ARMY_156,Colonel,Colonel
PRIVATE_WORD_ARMY_156,Private,Private
CORPORAL_WORD_ARMY_156,Corporal,Corporal
CAPTAIN_WORD_ARMY_156,Captain,Captain
RANK_WORD_ARMY_156,Rank,Rank
ZEN_WORD_MEDITATE_160,Zen,Zen
BREATH_WORD_MEDITATE_160,Breath,Breath
PEACE_WORD_MEDITATE_160,Peace,Peace
MANTRA_WORD_MEDITATE_160,Mantra,Mantra
FAMOUS_WORD_FAME_161,Famous,Famous
ICONIC_WORD_FAME_161,Iconic,Iconic
POPULAR_WORD_FAME_161,Popular,Popular
RENOWN_WORD_FAME_161,Renown,Renown
SYNTAX_WORD_LINGUIST_162,Syntax,Syntax
POLYGLOT_WORD_LINGUIST_162,Polyglot,Polyglot
GRAMMAR_WORD_LINGUIST_162,Grammar,Grammar
SCHOLAR_WORD_LINGUIST_162,Scholar,Scholar
EASTER_WORD_HOLIDAY_163,Easter,Easter
NEW_YEAR_WORD_HOLIDAY_163,New Year,New Year
FLAG_DAY_WORD_HOLIDAY_163,Flag Day,Flag Day
DUMBBELL_WORD_GYM_164,Dumbbell,Dumbbell
BARBELL_WORD_GYM_164,Barbell,Barbell
AIR_BIKE_WORD_GYM_164,Air bike,Air bike
PERICLES_WORD_WILLIAM_165,Pericles,Pericles
MACBETH_WORD_WILLIAM_165,Macbeth,Macbeth
HAMLET_WORD_WILLIAM_165,Hamlet,Hamlet
OTHELLO_WORD_WILLIAM_165,Othello,Othello
JULIET_WORD_WILLIAM_165,Juliet,Juliet
ROMEO_WORD_WILLIAM_165,Romeo,Romeo
TEMPEST_WORD_WILLIAM_165,Tempest,Tempest
HENRY_V_WORD_WILLIAM_165,Henry V,Henry V
WOLF_WORD_CANINES_168,Wolf,Wolf
COYOTE_WORD_CANINES_168,Coyote,Coyote
DINGO_WORD_CANINES_168,Dingo,Dingo
JACKAL_WORD_CANINES_168,Jackal,Jackal
FOX_WORD_CANINES_168,Fox,Fox
DHOLE_WORD_CANINES_168,Dhole,Dhole
HARVARD_WORD_STUDIES_169,Harvard,Harvard
STANFORD_WORD_STUDIES_169,Stanford,Stanford
OXFORD_WORD_STUDIES_169,Oxford,Oxford
YALE_WORD_STUDIES_169,Yale,Yale
SORBONNE_WORD_STUDIES_169,Sorbonne,Sorbonne
MIT_WORD_STUDIES_169,MIT,MIT
LEMON_WORD_CITRUS_173,Lemon,Lemon
LIME_WORD_CITRUS_173,Lime,Lime
POMELO_WORD_CITRUS_173,Pomelo,Pomelo
GLIDER_WORD_AIRCRAFT_174,Glider,Glider
JETLINER_WORD_AIRCRAFT_174,Jetliner,Jetliner
AIRPLANE_WORD_AIRCRAFT_174,Airplane,Aeroplane
MERLOT_WORD_GRAPE_177,Merlot,Merlot
RIESLING_WORD_GRAPE_177,Riesling,Riesling
SHIRAZ_WORD_GRAPE_177,Shiraz,Shiraz
GRENACHE_WORD_GRAPE_177,Grenache,Grenache
MUSCAT_WORD_GRAPE_177,Muscat,Muscat
MALBEC_WORD_GRAPE_177,Malbec,Malbec
AMANITA_WORD_MUSHROOM_178,Amanita,Amanita
PORCINI_WORD_MUSHROOM_178,Porcini,Porcini
RUSSULA_WORD_MUSHROOM_178,Russula,Russula
TRUFFLE_WORD_MUSHROOM_178,Truffle,Truffle
ENOKI_WORD_MUSHROOM_178,Enoki,Enoki
SHIITAKE_WORD_MUSHROOM_178,Shiitake,Shiitake
WALRUS_WORD_ARCTIC_180,Walrus,Walrus
POLAR_BEAR_WORD_ARCTIC_180,Polar bear,Polar bear
SNOWY_OWL_WORD_ARCTIC_180,Snowy owl,Snowy owl
REINDEER_WORD_ARCTIC_180,Reindeer,Reindeer
PIT_STOP_WORD_RACING_182,Pit stop,Pit stop
FINISH_WORD_RACING_182,Finish,Finish
SPEEDWAY_WORD_RACING_182,Speedway,Speedway
ASSIST_WORD_HELP_183,Assist,Assist
SUPPORT_WORD_HELP_183,Support,Support
DONATE_WORD_HELP_183,Donate,Donate
OPAL_WORD_GEMSTONE_186,Opal,Opal
RUBY_WORD_GEMSTONE_186,Ruby,Ruby
TOPAZ_WORD_GEMSTONE_186,Topaz,Topaz
SAPPHIRE_WORD_GEMSTONE_186,Sapphire,Sapphire
GARNET_WORD_GEMSTONE_186,Garnet,Garnet
DIAMOND_WORD_GEMSTONE_186,Diamond,Diamond
ONYX_WORD_GEMSTONE_186,Onyx,Onyx
AGATE_WORD_GEMSTONE_186,Agate,Agate
ORION_WORD_PATTERN_188,Orion,Orion
PERSEUS_WORD_PATTERN_188,Perseus,Perseus
DRACO_WORD_PATTERN_188,Draco,Draco
SCORPIUS_WORD_PATTERN_188,Scorpius,Scorpius
CYGNUS_WORD_PATTERN_188,Cygnus,Cygnus
SERPENS_WORD_PATTERN_188,Serpens,Serpens
GASOLINE_WORD_FUELS_190,Gasoline,Petrol
DIESEL_WORD_FUELS_190,Diesel,Diesel
COAL_WORD_FUELS_190,Coal,Coal
PROPANE_WORD_FUELS_190,Propane,Propane
KEROSENE_WORD_FUELS_190,Kerosene,Kerosene
VOTER_WORD_ELECT_193,Voter,Voter
BALLOT_WORD_ELECT_193,Ballot,Ballot
CAMPAIGN_WORD_ELECT_193,Campaign,Campaign
TURNOUT_WORD_ELECT_193,Turnout,Turnout
KING_WORD_CROWN_194,King,King
EMPEROR_WORD_CROWN_194,Emperor,Emperor
MAHARAJA_WORD_CROWN_194,Maharaja,Maharaja
KENNEDY_WORD_LEADER_196,Washington,Washington
CLINTON_WORD_LEADER_196,Jefferson,Jefferson
LINCOLN_WORD_LEADER_196,Lincoln,Lincoln
REAGAN_WORD_LEADER_196,Roosevelt,Roosevelt
BUSH_WORD_LEADER_196,Wilson,Wilson
OBAMA_WORD_LEADER_196,Jackson,Jackson
ADAMS_WORD_LEADER_196,Adams,Adams
BIDEN_WORD_LEADER_196,Madison,Madison
SOFT_BUN_WORD_HOT_DOG_201,Soft bun,Soft bun
SAUSAGE_WORD_HOT_DOG_201,Sausage,Sausage
KETCHUP_WORD_HOT_DOG_201,Ketchup,Ketchup
DECODE_WORD_CIPHER_208,Decode,Decode
ENCODE_WORD_CIPHER_208,Encode,Encode
KEYWORD_WORD_CIPHER_208,Keyword,Keyword
PASSWORD_WORD_CIPHER_208,Password,Password
HARMONY_WORD_SYMPHONY_210,Harmony,Harmony
OVERTURE_WORD_SYMPHONY_210,Overture,Overture
MELODY_WORD_SYMPHONY_210,Melody,Melody
PHOTO_WORD_ARTWORKS_211,Photo,Photo
DRAWING_WORD_ARTWORKS_211,Drawing,Drawing
PAINTING_WORD_ARTWORKS_211,Painting,Painting
HAMMER_WORD_AUCTION_215,Hammer,Hammer
LOT_WORD_AUCTION_215,Lot,Lot
BID_WORD_AUCTION_215,Bid,Bid
PRICE_WORD_AUCTION_215,Price,Price
CATALOG_WORD_AUCTION_215,Catalog,Catalogue
BIDDER_WORD_AUCTION_215,Bidder,Bidder
EXCELSA_WORD_BEANS_219,Excelsa,Excelsa
ROBUSTA_WORD_BEANS_219,Robusta,Robusta
LIBERICA_WORD_BEANS_219,Liberica,Liberica
ARABICA_WORD_BEANS_219,Arabica,Arabica
TENT_WORD_CAMPING_221,Tent,Tent
CAMPFIRE_WORD_CAMPING_221,Campfire,Campfire
HAMMOCK_WORD_CAMPING_221,Hammock,Hammock
ORGAN_WORD_PLAY_223,Organ,Organ
VIOLIN_WORD_PLAY_223,Violin,Violin
UKULELE_WORD_PLAY_223,Ukulele,Ukulele
DRUM_WORD_PLAY_223,Drum,Drum
PIANO_WORD_PLAY_223,Piano,Piano
